Id	WT30_a	WT30_b	WT30_c	Fluco_a	Fluco_b	Fluco_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.Fluco_a	norm.Fluco_b	norm.Fluco_c	baseMean	WT	Fluco	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_00002	863	812	948	380	270	671	505	816	890	446	496	550	617.01	737	497	0.676	-0.565	0.0229207188774277	0.192409554661766	0.0481	0.036	0.0426	0.0426	TRUE	0.9164
CNAG_00003	618	344	407	332	209	432	362	345	382	390	384	354	369.46	363	376	1.033	0.047	0.767909921143402	0.9110132346682	0	0.0412	0.0155	0.0155	TRUE	0.0326
CNAG_00004	1675	1301	1408	964	610	1298	981	1307	1321	1131	1121	1063	1153.99	1203	1105	0.919	-0.122	0.48612806362	0.765079538135001	0.0139	0.0324	0.021	0.021	TRUE	0.319
CNAG_00005	1313	808	902	565	234	974	769	811	846	663	430	798	719.6	809	630	0.782	-0.354	0.141579646478096	0.450790462555923	0.0427	0.0349	0.0404	0.0404	TRUE	0.5055
CNAG_00006	9114	4985	5180	4748	3380	5343	5338	5006	4861	5572	6209	4377	5227.13	5068	5386	1.062	0.087	0.615900571044908	0.839858025956219	0.0145	0.0291	0.0214	0.0214	TRUE	0.3292
CNAG_00007	6404	3866	4440	2623	1825	3980	3751	3883	4166	3078	3353	3260	3581.75	3933	3230	0.821	-0.284	0.0209340271922051	0.182871132457668	0.002	0.0296	0.0106	0.0106	TRUE	0.0327
CNAG_00008	4567	2516	2576	1939	1105	3064	2675	2527	2417	2275	2030	2510	2405.67	2540	2272	0.895	-0.16	0.270987455488647	0.59922844406317	0.0062	0.0302	0.0147	0.0147	TRUE	0.1026
CNAG_00009	2213	1438	1498	1166	652	1442	1296	1444	1406	1368	1198	1181	1315.54	1382	1249	0.904	-0.145	0.306903345394874	0.630721159286853	0.0038	0.0319	0.0137	0.0137	TRUE	0.0841
CNAG_00010	2386	1388	1909	1237	536	2101	1397	1394	1791	1452	985	1721	1456.67	1527	1386	0.909	-0.138	0.563498469394721	0.813503940201544	0.0481	0.0315	0.0404	0.0404	TRUE	0.4412
CNAG_00011	2015	1232	1419	1213	1092	1603	1180	1237	1332	1424	2006	1313	1415.27	1250	1581	1.263	0.337	0.0962741951340702	0.392786412735488	0.0285	0.0316	0.0289	0.0289	TRUE	0.6538
CNAG_00012	4209	1623	1757	1964	1329	2415	2465	1630	1649	2305	2442	1978	2078.04	1915	2242	1.17	0.226	0.291267358498775	0.61744425100089	0.0332	0.0305	0.0325	0.0325	TRUE	0.7713
CNAG_00013	1656	618	802	874	625	1069	970	621	753	1026	1148	876	898.76	781	1017	1.298	0.377	0.0851246263991739	0.368894954448257	0.0328	0.0336	0.0333	0.0333	TRUE	0.5064
CNAG_00014	976	778	818	547	349	863	572	781	768	642	641	707	685.09	707	663	0.941	-0.088	0.635588295329333	0.850299403699181	0.0158	0.0352	0.0235	0.0235	TRUE	0.3422
CNAG_00015	439	321	431	350	297	665	257	322	404	411	546	545	414.17	328	501	1.528	0.612	0.00963616230952651	0.122808176339974	0.036	0.0398	0.0377	0.0377	TRUE	0.4007
CNAG_00016	4643	2520	2882	2317	1770	3432	2719	2531	2704	2719	3252	2811	2789.4	2651	2927	1.103	0.142	0.30469349214289	0.628584150995914	0.005	0.0299	0.0133	0.0133	TRUE	0.1118
CNAG_00017	1259	724	639	400	260	744	737	727	600	469	478	609	603.43	688	519	0.756	-0.404	0.0332684808896456	0.22840779621547	0.0152	0.0362	0.0241	0.0241	TRUE	0.2831
CNAG_00018	3597	1895	2261	1564	914	2222	2107	1903	2122	1835	1679	1820	1911	2044	1778	0.87	-0.2	0.12389029258818	0.428024915002088	0.0022	0.0307	0.0116	0.0116	TRUE	0.0435
CNAG_00019	6121	3814	4727	2305	1350	3772	3585	3830	4436	2705	2480	3090	3354.28	3950	2758	0.699	-0.517	0.00138491951042311	0.0427184109857562	0.0119	0.0296	0.0185	0.0185	TRUE	0.1407
CNAG_00020	3982	1549	1522	1353	818	2005	2332	1556	1428	1588	1503	1642	1674.81	1772	1578	0.89	-0.168	0.442477897319863	0.731313861328942	0.0382	0.0311	0.0339	0.0339	TRUE	0.9318
CNAG_00021	2057	526	689	384	161	576	1205	528	647	451	296	472	599.62	793	406	0.513	-0.964	0.00389864304489002	0.07566211502013	0.1289	0.0362	0.0783	0.0783	TRUE	1.2898
CNAG_00022	1548	766	1270	958	482	1400	907	769	1192	1124	885	1147	1004.02	956	1052	1.102	0.14	0.519451060792382	0.785562679774534	0.0333	0.033	0.0332	0.0332	TRUE	0.554
CNAG_00023	526	301	303	179	153	308	308	302	284	210	281	252	273.02	298	248	0.827	-0.273	0.154255325200888	0.465023725877086	0.0045	0.0458	0.0226	0.0226	TRUE	0.1908
CNAG_00024	39337	26011	25388	13880	7752	20515	23038	26123	23823	16289	14241	16805	20053.05	24328	15778	0.649	-0.624	4.8691695488242e-06	0.000774726037757982	0.0058	0.0285	0.0134	0.0134	TRUE	0.0885
CNAG_00025	2751	1806	1652	1449	967	1946	1611	1814	1550	1700	1776	1594	1674.34	1658	1690	1.019	0.027	0.847579672750294	0.945088656456606	0.0043	0.0311	0.0134	0.0134	TRUE	0.0804
CNAG_00026	10010	6058	6836	3614	1598	5782	5862	6084	6415	4241	2936	4736	5045.7	6120	3971	0.649	-0.623	0.00226548398597638	0.0559684435028866	0.0282	0.0292	0.0298	0.0298	TRUE	0.6265
CNAG_00027	1981	1105	1043	918	598	1270	1160	1110	979	1077	1099	1040	1077.47	1083	1072	0.989	-0.016	0.909915466321507	0.96961132728314	0.0036	0.0327	0.0135	0.0135	TRUE	0.0847
CNAG_00028	1223	836	976	702	452	978	716	840	916	824	830	801	821.17	824	818	0.994	-0.009	0.957017626907007	0.983855213784931	0.0073	0.0341	0.017	0.017	TRUE	0.1605
CNAG_00029	251	142	168	143	83	172	147	143	158	168	152	141	151.41	149	154	1.029	0.042	0.84159935863204	0.944048448011676	0	0.0599	0.0248	0.0248	TRUE	0.071
CNAG_00030	403	146	182	185	123	293	236	147	171	217	226	240	206.08	185	228	1.229	0.298	0.224436624281392	0.55500691171057	0.0282	0.0515	0.0383	0.0383	TRUE	0.6931
CNAG_00031	1773	1108	1208	872	555	1331	1038	1113	1134	1023	1020	1090	1069.64	1095	1044	0.955	-0.066	0.612787890136001	0.838544937530725	0.0012	0.0327	0.0114	0.0114	TRUE	0.0252
CNAG_00032	149	78	102	58	40	131	87	78	96	68	73	107	85.03	87	83	0.962	-0.055	0.852857857700097	0.94605584110756	0.0247	0.0847	0.0522	0.0522	TRUE	0.6936
CNAG_00034	71684	42200	43612	29259	13636	42026	41982	42382	40923	34337	25051	34425	36516.59	41762	31271	0.749	-0.417	0.0142239952825708	0.149033404292245	0.015	0.0283	0.0208	0.0208	TRUE	0.37
CNAG_00035	836	522	478	349	240	539	490	524	449	410	441	442	459.06	488	431	0.883	-0.179	0.25585378474755	0.586016300124906	0.0019	0.0387	0.0155	0.0155	TRUE	0.0556
CNAG_00036	3244	1991	1528	1904	1602	1871	1900	2000	1434	2234	2943	1533	2007.22	1778	2237	1.257	0.33	0.208450970517504	0.536460881400348	0.0634	0.0306	0.049	0.049	TRUE	0.1497
CNAG_00038	2337	1604	1964	1473	1231	2066	1369	1611	1843	1729	2261	1692	1750.82	1608	1894	1.178	0.236	0.225624818680581	0.555150083728521	0.0242	0.031	0.0267	0.0267	TRUE	0.3413
CNAG_00039	2422	1407	1503	1026	680	1894	1418	1413	1410	1204	1249	1551	1374.43	1414	1335	0.945	-0.081	0.60877681648694	0.836829170169482	0.0089	0.0317	0.0173	0.0173	TRUE	0.2473
CNAG_00040	10003	7018	6308	16721	9826	22581	5858	7048	5919	19623	18051	18497	12499.45	6275	18724	2.984	1.577	7.81152623826104e-30	2.49382975156484e-26	0.0065	0.0286	0.0138	0.0138	TRUE	0.1415
CNAG_00043	2237	1489	1457	1334	923	1566	1310	1495	1367	1566	1696	1283	1452.77	1391	1515	1.088	0.121	0.465544834995993	0.747276063037088	0.011	0.0315	0.0192	0.0192	TRUE	0.2198
CNAG_00044	7006	4212	3518	3923	2605	3974	4103	4230	3301	4604	4786	3255	4046.51	3878	4215	1.086	0.119	0.558245251559558	0.811924959264939	0.03	0.0294	0.0297	0.0297	TRUE	0.4856
CNAG_00045	637	342	348	257	202	480	373	343	327	302	371	393	351.49	348	355	1.021	0.03	0.8711038999976	0.953539928250416	0.0089	0.0419	0.0222	0.0222	TRUE	0.2025
CNAG_00046	9032	6213	6430	5763	3933	6954	5290	6240	6034	6763	7225	5696	6207.95	5855	6561	1.121	0.164	0.295328986912293	0.620795082039744	0.0105	0.029	0.0176	0.0176	TRUE	0.1631
CNAG_00047	2334	1527	1199	916	959	1182	1367	1534	1125	1075	1762	968	1305.09	1342	1268	0.943	-0.084	0.747607852525606	0.903252773309375	0.0632	0.0319	0.0482	0.0482	TRUE	1.3627
CNAG_00048	220	103	102	82	54	134	129	103	96	96	99	110	105.53	109	102	0.929	-0.106	0.676678463852757	0.869224082153455	0.0102	0.0737	0.0369	0.0369	TRUE	0.2755
CNAG_00049	554	180	284	260	182	370	324	181	266	305	334	303	285.71	257	314	1.216	0.282	0.264601503552841	0.59087911626824	0.0403	0.045	0.0425	0.0425	TRUE	0.3879
CNAG_00050	1887	1444	1276	1127	797	1365	1105	1450	1197	1323	1464	1118	1276.26	1251	1302	1.04	0.056	0.760925682526864	0.908812286370001	0.0182	0.032	0.0237	0.0237	TRUE	0.2328
CNAG_00051	5699	3768	3958	3072	1841	4761	3338	3784	3714	3605	3382	3900	3620.5	3612	3629	1.005	0.008	0.953671840980004	0.983383335699156	0.0045	0.0295	0.0128	0.0128	TRUE	0.0542
CNAG_00052	6657	2888	2204	2806	3048	2607	3899	2900	2068	3293	5599	2135	3315.86	2956	3676	1.243	0.314	0.374076458133996	0.680615835016363	0.1575	0.0297	0.0894	0.0894	TRUE	0.4125
CNAG_00053	1029	536	638	522	353	805	603	538	599	613	648	659	610.02	580	640	1.103	0.142	0.329230449277455	0.648207344630451	0.0012	0.0361	0.0135	0.0135	TRUE	0.0453
CNAG_00054	2232	1535	1035	757	867	1007	1307	1542	971	888	1593	825	1187.67	1273	1102	0.864	-0.211	0.474246998675927	0.755317307694136	0.0917	0.0323	0.0618	0.0618	TRUE	0.9221
CNAG_00055	3249	1921	2104	1554	933	2543	1903	1929	1974	1824	1714	2083	1904.52	1935	1874	0.969	-0.045	0.747069551697008	0.903252773309375	0.0045	0.0307	0.0135	0.0135	TRUE	0.1171
CNAG_00056	3097	1789	1641	1426	907	2082	1814	1797	1540	1673	1666	1705	1699.25	1717	1681	0.98	-0.03	0.827201717482525	0.939466909663095	0.0038	0.031	0.0129	0.0129	TRUE	0.0978
CNAG_00057	37458	16754	10906	22288	17687	16542	21937	16826	10234	26156	32493	13550	20199.34	16332	24066	1.473	0.559	0.111841170473818	0.412301312630097	0.1447	0.0284	0.0891	0.0891	TRUE	0.3567
CNAG_00058	12793	7207	7929	6790	3742	8794	7492	7238	7440	7968	6874	7204	7369.46	7390	7349	0.995	-0.008	0.948992733260789	0.981584092316562	0.0023	0.0289	0.0109	0.0109	TRUE	0.0663
CNAG_00059	149	82	210	76	33	162	87	82	197	89	61	133	108.2	122	94	0.779	-0.36	0.410337802780167	0.709836594622423	0.1857	0.0726	0.1279	0.1279	TRUE	0.9963
CNAG_00060	2149	624	919	891	485	1433	1259	627	862	1046	891	1174	976.34	916	1037	1.132	0.179	0.50808656210672	0.779530304133689	0.0684	0.0331	0.0514	0.0514	TRUE	0.4445
CNAG_00061	83194	44078	43021	35147	20210	46485	48723	44268	40369	41246	37128	38078	41635.22	44453	38817	0.873	-0.196	0.15137234585936	0.461344451456636	0.0059	0.0283	0.0134	0.0134	TRUE	0.0865
CNAG_00062	10562	8283	7539	6079	3704	7749	6186	8319	7074	7134	6805	6348	6977.44	7193	6762	0.94	-0.089	0.58231196512714	0.824586803578796	0.0117	0.0289	0.0187	0.0187	TRUE	0.2288
CNAG_00063	1889	1172	1424	946	532	1222	1106	1177	1336	1110	977	1001	1118.01	1206	1029	0.854	-0.228	0.133821850561366	0.43863065494575	0.0058	0.0325	0.0156	0.0156	TRUE	0.1062
CNAG_00064	3633	2589	3377	2612	1964	3581	2128	2600	3169	3065	3608	2933	2917.22	2632	3202	1.216	0.283	0.148610798688058	0.458620289573218	0.0253	0.0299	0.0272	0.0272	TRUE	0.2914
CNAG_00065	18788	9018	10053	6387	3781	10420	11003	9057	9433	7495	6946	8535	8745.04	9831	7659	0.779	-0.36	0.0205523387694856	0.1826451710924	0.0109	0.0288	0.0173	0.0173	TRUE	0.1332
CNAG_00066	4958	2717	2265	2650	1693	3120	2904	2729	2125	3110	3110	2556	2755.59	2586	2925	1.131	0.177	0.330533812985898	0.648988671784988	0.0179	0.03	0.0235	0.0235	TRUE	0.2944
CNAG_00067	4894	4089	4972	2948	2094	4462	2866	4107	4665	3460	3847	3655	3766.63	3879	3654	0.942	-0.086	0.677782109780122	0.8697023253509	0.0317	0.0295	0.0307	0.0307	TRUE	0.5727
CNAG_00068	763	529	638	440	248	866	447	531	599	516	456	709	543.02	526	560	1.071	0.099	0.666920033384932	0.86726770125515	0.0352	0.0371	0.036	0.036	TRUE	0.6453
CNAG_00069	73	57	74	34	29	72	43	57	69	40	53	59	53.6	56	51	0.905	-0.143	0.689876047177046	NA	0.036	0.1179	0.0732	0.0732	TRUE	0.2435
CNAG_00070	3287	1501	1553	1049	697	1715	1925	1507	1457	1231	1280	1405	1467.68	1630	1305	0.801	-0.321	0.0626624162370115	0.318922410776012	0.0137	0.0315	0.0206	0.0206	TRUE	0.3065
CNAG_00072	9897	6482	5822	6841	4151	7444	5796	6510	5463	8028	7626	6098	6586.81	5923	7251	1.224	0.292	0.080184351483438	0.35677845590366	0.0137	0.0289	0.0198	0.0198	TRUE	0.2373
CNAG_00073	11202	7362	6407	5615	3915	7111	6560	7394	6012	6589	7192	5825	6595.46	6655	6535	0.982	-0.027	0.864772415989336	0.950977466128828	0.0108	0.0289	0.0174	0.0174	TRUE	0.1147
CNAG_00074	10532	7209	6292	6971	4843	7243	6168	7240	5904	8181	8897	5933	7053.85	6437	7670	1.191	0.252	0.202339702468373	0.529607316951722	0.0262	0.0289	0.0281	0.0281	TRUE	0.4807
CNAG_00075	6965	3442	3840	4460	3749	3990	4079	3457	3603	5234	6887	3268	4421.47	3713	5130	1.381	0.466	0.079058175483071	0.354983439141637	0.0659	0.0293	0.0504	0.0504	TRUE	0.1735
CNAG_00076	2768	1738	1688	1345	770	1841	1621	1745	1584	1578	1415	1508	1575.25	1650	1500	0.91	-0.136	0.297320105744236	0.621814761774458	0.0019	0.0313	0.0116	0.0116	TRUE	0.0305
CNAG_00077	10897	5823	4876	2894	1389	4340	6382	5848	4575	3396	2552	3555	4384.73	5602	3168	0.566	-0.822	5.14747057565108e-05	0.00421366661865797	0.0278	0.0293	0.0294	0.0294	TRUE	0.347
CNAG_00078	2315	1476	1490	1477	832	2031	1356	1482	1398	1733	1528	1664	1526.96	1412	1642	1.164	0.219	0.0970111397275214	0.393968406952316	0.0021	0.0314	0.0119	0.0119	TRUE	0.0421
CNAG_00079	2173	1302	1327	1244	764	1563	1273	1308	1245	1460	1404	1280	1328.19	1275	1381	1.082	0.114	0.384457157831951	0.689251059951133	0.0019	0.0318	0.0117	0.0117	TRUE	0.0511
CNAG_00080	93	66	95	29	29	91	54	66	89	34	53	75	61.96	70	54	0.78	-0.359	0.367013883450523	0.676514234093095	0.0878	0.1058	0.0965	0.0965	TRUE	0.3034
CNAG_00081	6640	4339	4142	3198	1931	3996	3889	4358	3887	3753	3547	3273	3784.46	4045	3524	0.871	-0.199	0.137105456989642	0.44401864093658	0.0042	0.0295	0.0126	0.0126	TRUE	0.0558
CNAG_00082	2678	1429	1493	1387	982	1924	1568	1435	1401	1628	1804	1576	1568.71	1468	1669	1.135	0.183	0.182995637746311	0.504364054214679	0.0034	0.0313	0.0129	0.0129	TRUE	0.0583
CNAG_00083	3078	2324	2220	1900	1179	3055	1803	2334	2083	2230	2166	2502	2186.32	2073	2299	1.11	0.151	0.348241654233023	0.662259644547122	0.0106	0.0304	0.0181	0.0181	TRUE	0.1597
CNAG_00084	7506	4356	4474	2912	1284	4346	4396	4375	4198	3417	2359	3560	3717.5	4323	3112	0.72	-0.473	0.013786678817235	0.146846453803163	0.0221	0.0295	0.0263	0.0263	TRUE	0.5368
CNAG_00085	929	834	965	734	433	1037	544	838	906	861	795	849	798.91	763	835	1.098	0.134	0.549025087353873	0.806222261331319	0.0356	0.0342	0.035	0.035	TRUE	0.7636
CNAG_00086	1855	1261	1449	785	272	1403	1086	1266	1360	921	500	1149	1047.11	1237	857	0.694	-0.527	0.0710015542651745	0.336309290788679	0.0882	0.0328	0.0602	0.0602	TRUE	0.6557
CNAG_00087	4920	2763	2312	2525	1759	2912	2881	2775	2169	2963	3231	2385	2734.29	2608	2860	1.095	0.132	0.490572132080731	0.767926093937525	0.023	0.03	0.0259	0.0259	TRUE	0.263
CNAG_00088	9889	8910	9644	6765	5335	8219	5792	8948	9049	7939	9801	6733	8043.63	7930	8158	1.029	0.041	0.861427831963124	0.948660005928081	0.0478	0.0288	0.0391	0.0391	TRUE	0.5954
CNAG_00089	1586	987	1404	860	462	1168	929	991	1317	1009	849	957	1008.71	1079	938	0.871	-0.2	0.300456649858637	0.62468762922416	0.021	0.033	0.0258	0.0258	TRUE	0.4468
CNAG_00090	2704	1777	1771	1666	1142	2165	1584	1785	1662	1955	2098	1773	1809.43	1677	1942	1.158	0.211	0.133709252150811	0.43863065494575	0.0045	0.0309	0.0137	0.0137	TRUE	0.0708
CNAG_00091	121211	58624	30553	55817	56474	35296	70988	58877	28669	65503	103748	28912	59449.61	52845	66054	1.25	0.322	0.456648664723875	0.741585434961038	0.227	0.0283	0.1347	0.1347	TRUE	0.158
CNAG_00092	7939	3523	4199	3784	2478	5036	4650	3538	3940	4441	4552	4125	4207.67	4043	4373	1.081	0.113	0.473330264748881	0.754765954920346	0.0099	0.0294	0.0175	0.0175	TRUE	0.2111
CNAG_00093	29119	12773	8307	12640	9554	11762	17054	12828	7795	14834	17552	9635	13282.74	12559	14007	1.115	0.157	0.616680129381268	0.840136417292607	0.1171	0.0286	0.071	0.071	TRUE	0.2614
CNAG_00094	1619	861	534	741	499	744	948	865	501	870	917	609	784.95	771	799	1.033	0.047	0.866340108776823	0.951915607389436	0.0762	0.0343	0.0558	0.0558	TRUE	1.1143
CNAG_00095	913	599	849	608	234	968	535	602	797	714	430	793	644.88	645	646	1.005	0.007	0.978315251621591	0.99115539239627	0.0677	0.0357	0.0522	0.0522	TRUE	0.9566
CNAG_00096	1156	583	622	476	341	802	677	586	584	559	626	657	614.7	616	614	0.997	-0.004	0.978302324629925	0.99115539239627	0.0059	0.036	0.017	0.017	TRUE	0.0937
CNAG_00097	1194	774	757	644	417	906	699	777	710	756	766	742	741.82	729	755	1.035	0.05	0.714804233059231	0.887769894589223	0	0.0347	0.0122	0.0122	TRUE	0.0394
CNAG_00098	2894	1517	1335	1634	1438	1962	1695	1524	1253	1918	2642	1607	1772.93	1491	2056	1.377	0.462	0.0442667988551803	0.268606078133872	0.0437	0.0309	0.0374	0.0374	TRUE	0.4833
CNAG_00099	2137	1549	1809	1147	551	1787	1252	1556	1697	1346	1012	1464	1387.8	1502	1274	0.85	-0.234	0.257806342789117	0.587564929108504	0.0273	0.0317	0.0301	0.0301	TRUE	0.376
CNAG_00100	18454	9080	9763	8637	4507	12078	10808	9119	9161	10136	8280	9894	9566.18	9696	9437	0.973	-0.039	0.801321070324115	0.924044615138067	0.0086	0.0287	0.0172	0.0172	TRUE	0.1396
CNAG_00101	1983	1380	2231	1351	795	2083	1161	1386	2093	1585	1460	1706	1565.49	1547	1584	1.025	0.035	0.882718791339773	0.958204604336017	0.0491	0.0313	0.0409	0.0409	TRUE	1.1159
CNAG_00104	13344	7356	8262	3661	1223	7013	7815	7388	7753	4296	2247	5745	5873.84	7652	4096	0.536	-0.901	0.00288038261405561	0.0643050454221855	0.0922	0.029	0.0656	0.0656	TRUE	0.6131
CNAG_00106	7754	5374	4994	4210	2415	5742	4541	5397	4686	4941	4437	4704	4784.19	4875	4694	0.963	-0.054	0.694559705406387	0.87886716587788	0.005	0.0292	0.0135	0.0135	TRUE	0.1069
CNAG_00107	12733	4930	4170	4303	2765	5817	7457	4951	3913	5050	5080	4765	5202.59	5440	4965	0.912	-0.132	0.586265298319307	0.825875612458752	0.0518	0.0291	0.0424	0.0424	TRUE	0.6353
CNAG_00108	6785	2953	3311	3071	1732	3865	3974	2966	3107	3604	3182	3166	3333	3349	3317	0.99	-0.014	0.934470851441871	0.977809961726704	0.0152	0.0297	0.0208	0.0208	TRUE	0.326
CNAG_00109	4323	1360	2157	1525	815	2402	2532	1366	2024	1790	1497	1968	1862.69	1974	1752	0.887	-0.172	0.487824999783839	0.765674194596808	0.0554	0.0308	0.0439	0.0439	TRUE	0.2344
CNAG_00110	2330	1306	1446	1070	581	1709	1365	1312	1357	1256	1067	1400	1292.67	1345	1241	0.925	-0.113	0.473940270641442	0.755045636007739	0.008	0.0319	0.017	0.017	TRUE	0.1727
CNAG_00111	6688	4036	4098	3334	1879	4485	3917	4053	3845	3913	3452	3674	3808.99	3938	3680	0.935	-0.098	0.423843435511234	0.719362130712183	0.0019	0.0295	0.0105	0.0105	TRUE	0.0371
CNAG_00115	28317	13762	9244	13319	9539	11897	16584	13821	8674	15630	17524	9745	13663.18	13026	14300	1.098	0.134	0.6466833759111	0.85677359364724	0.0962	0.0286	0.0618	0.0618	TRUE	0.5019
CNAG_00116	73099	30459	32236	21689	9435	32374	42811	30590	30249	25453	17333	26519	28825.72	34550	23102	0.669	-0.581	0.0113066442090931	0.133364761058921	0.045	0.0284	0.0378	0.0378	TRUE	0.5829
CNAG_00117	5688	3264	3175	5660	2727	7274	3331	3278	2979	6642	5010	5958	4533.16	3196	5870	1.837	0.877	3.7715444940493e-08	1.26743745234236e-05	0.0112	0.0293	0.0181	0.0181	TRUE	0.172
CNAG_00118	981	440	598	744	501	1093	575	442	561	873	920	895	711.06	526	896	1.702	0.767	4.97474824558767e-06	0.000774726037757982	0.0085	0.035	0.0188	0.0188	TRUE	0.2244
CNAG_00119	512	297	366	291	196	390	300	298	343	341	360	319	327.1	314	340	1.082	0.114	0.505270222951839	0.77757299916787	0.0023	0.0429	0.0179	0.0179	TRUE	0.0763
CNAG_00120	1097	463	582	444	284	708	642	465	546	521	522	580	546.05	551	541	0.981	-0.028	0.880769817052929	0.957518652928891	0.0138	0.037	0.023	0.023	TRUE	0.2357
CNAG_00121	20774	11204	10187	11902	8817	12077	12166	11252	9559	13967	16198	9893	12172.58	10992	13353	1.214	0.28	0.195943327167628	0.520856845947254	0.0358	0.0286	0.0338	0.0338	TRUE	0.3682
CNAG_00122	5337	3731	3268	2927	1607	3670	3126	3747	3067	3435	2952	3006	3222.11	3313	3131	0.945	-0.081	0.598500330320782	0.832010583300281	0.0088	0.0297	0.0167	0.0167	TRUE	0.1592
CNAG_00123	1479	614	711	412	413	902	866	617	667	483	759	739	688.51	717	660	0.92	-0.12	0.616714077971879	0.840136417292607	0.0443	0.0352	0.0401	0.0401	TRUE	0.6461
CNAG_00124	811	488	813	283	116	807	475	490	763	332	213	661	489.03	576	402	0.701	-0.512	0.188440564015465	0.510705988519402	0.1884	0.038	0.107	0.107	TRUE	1.2875
CNAG_00125	529	466	511	201	131	519	310	468	479	236	241	425	359.83	419	301	0.721	-0.471	0.119149820188435	0.420780753265019	0.0858	0.0416	0.0628	0.0628	TRUE	1.529
CNAG_00126	3431	1593	1550	1663	1009	1920	2009	1600	1454	1952	1854	1573	1740.28	1688	1793	1.061	0.085	0.646370656578006	0.85659540104827	0.0199	0.031	0.0243	0.0243	TRUE	0.3389
CNAG_00127	1118	809	1032	584	393	1036	655	812	968	685	722	849	781.93	812	752	0.928	-0.108	0.59772167878734	0.831576009105616	0.0245	0.0344	0.0286	0.0286	TRUE	0.1768
CNAG_00128	616	222	253	163	100	326	361	223	237	191	184	267	243.86	274	214	0.784	-0.352	0.206124516247459	0.533916850401634	0.0552	0.0479	0.0514	0.0514	TRUE	0.9107
CNAG_00129	822	430	529	468	252	912	481	432	496	549	463	747	528.14	470	586	1.252	0.325	0.141988959008495	0.450790462555923	0.0306	0.0373	0.0333	0.0333	TRUE	0.5264
CNAG_00130	49684	26479	16567	18844	15432	17563	29098	26593	15546	22114	28350	14387	22681.19	23746	21617	0.91	-0.136	0.65581916820084	0.861960763475167	0.0811	0.0284	0.0667	0.0667	TRUE	0.29
CNAG_00131	355	226	222	163	141	261	208	227	208	191	259	214	217.88	214	221	1.027	0.039	0.848612273443571	0.945210723588457	0.0051	0.0503	0.0251	0.0251	TRUE	0.2068
CNAG_00132	365	243	304	129	87	369	214	244	285	151	160	302	226.09	248	204	0.832	-0.265	0.398460494626875	0.700062362398109	0.0822	0.0495	0.0662	0.0662	TRUE	1.9837
CNAG_00133	896	477	668	547	422	676	525	479	627	642	775	554	600.26	544	657	1.205	0.269	0.183172976944388	0.504364054214679	0.0216	0.0362	0.0278	0.0278	TRUE	0.2642
CNAG_00134	3482	2370	2011	1566	1018	2141	2039	2380	1887	1838	1870	1754	1961.36	2102	1821	0.866	-0.208	0.163991472811441	0.477467192841338	0.007	0.0307	0.0155	0.0155	TRUE	0.1611
CNAG_00135	1348	1166	1327	751	580	1079	789	1171	1245	881	1066	884	1006.06	1068	944	0.883	-0.18	0.412972293577507	0.711886634582177	0.0342	0.033	0.0337	0.0337	TRUE	0.6366
CNAG_00136	20843	11997	11170	10880	6948	13697	12207	12049	10481	12768	12764	11220	11914.81	11579	12251	1.058	0.081	0.557657366017843	0.811819945741889	0.0057	0.0286	0.0137	0.0137	TRUE	0.084
CNAG_00137	4038	2511	2429	2115	1586	2744	2365	2522	2279	2482	2914	2248	2468.22	2389	2548	1.066	0.092	0.555261971488007	0.809994902433384	0.0093	0.0302	0.017	0.017	TRUE	0.1882
CNAG_00138	6524	3229	3691	3347	1944	4289	3821	3243	3463	3928	3571	3513	3589.93	3509	3671	1.046	0.065	0.636657395170123	0.851194713225903	0.0045	0.0295	0.0132	0.0132	TRUE	0.074
CNAG_00139	19054	9724	6932	9995	10347	7854	11159	9766	6505	11730	19008	6434	10766.85	9143	12391	1.355	0.438	0.224603991074885	0.555150083728521	0.1638	0.0287	0.0937	0.0937	TRUE	0.2167
CNAG_00140	6598	2801	3019	2705	1583	4074	3864	2813	2833	3174	2908	3337	3154.97	3170	3140	0.99	-0.014	0.939068505167882	0.97984730065085	0.0191	0.0297	0.0234	0.0234	TRUE	0.4486
CNAG_00141	659	263	299	379	276	514	386	264	281	445	507	421	383.92	310	458	1.467	0.553	0.0105138919715712	0.128850672242769	0.0234	0.0407	0.031	0.031	TRUE	0.5432
CNAG_00142	1408	619	788	394	136	699	825	622	739	462	250	573	578.41	729	428	0.59	-0.76	0.0108259287526107	0.130668346097201	0.0887	0.0365	0.0621	0.0621	TRUE	0.8273
CNAG_00143	10148	5074	5163	2935	1336	4848	5943	5096	4845	3444	2454	3971	4292.28	5295	3290	0.622	-0.685	0.00123008665777616	0.0394678558286472	0.0329	0.0293	0.0321	0.0321	TRUE	0.5929
CNAG_00144	439	209	238	216	160	332	257	210	223	253	294	272	251.62	230	273	1.181	0.24	0.205932023599053	0.533839884651159	0.0049	0.0473	0.0218	0.0218	TRUE	0.1258
