Id	WT30_a	WT30_b	WT30_c	WTST30_a	WTST30_b	WTST30_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.WTST30_a	norm.WTST30_b	norm.WTST30_c	baseMean	WT	WTST30	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_00002	863	812	948	68	55	58	332	540	586	112	104	119	298.75	486	112	0.23	-2.122	1.57198154692655e-16	1.7579734230233e-15	0.0501	0.03	0.0388	0.0388	TRUE	0.8364
CNAG_00003	618	344	407	112	94	113	238	229	252	184	178	231	218.55	240	198	0.824	-0.279	0.152870125780386	0.214492928035957	1e-04	0.0358	0.0216	0.0216	TRUE	0.2069
CNAG_00004	1675	1301	1408	809	621	537	644	865	870	1332	1174	1099	997.35	793	1202	1.517	0.601	0.000295336929858157	0.00078644336882072	0.0185	0.019	0.0188	0.0188	TRUE	0.3314
CNAG_00005	1313	808	902	8	14	9	505	537	558	13	26	18	276.33	533	19	0.036	-4.801	1.37655375972135e-53	8.55862828406565e-52	0.0018	0.0313	0.0211	0.0211	TRUE	0.3834
CNAG_00006	9114	4985	5180	1588	1448	1291	3505	3316	3202	2614	2738	2641	3002.54	3341	2664	0.797	-0.327	0.0018736177340162	0.00429550317436664	0.0013	0.0159	0.0075	0.0075	TRUE	0.0228
CNAG_00007	6404	3866	4440	1028	837	865	2463	2571	2744	1692	1582	1770	2137.15	2593	1681	0.648	-0.625	6.48286967430989e-08	3.07879521953736e-07	0.0023	0.0165	0.009	0.009	TRUE	0.0318
CNAG_00008	4567	2516	2576	764	697	580	1757	1673	1592	1257	1318	1187	1464	1674	1254	0.749	-0.417	0.00041491845383993	0.0010720176750565	0.0018	0.0175	0.0091	0.0091	TRUE	0.0254
CNAG_00009	2213	1438	1498	342	277	235	851	956	926	563	524	481	716.81	911	523	0.574	-0.8	1.1337730645343e-08	5.92868831662726e-08	0.003	0.0209	0.0121	0.0121	TRUE	0.0534
CNAG_00010	2386	1388	1909	781	607	552	918	923	1180	1285	1148	1129	1097.2	1007	1187	1.18	0.239	0.116597465946539	0.169785351680209	0.0123	0.0186	0.0157	0.0157	TRUE	0.2718
CNAG_00011	2015	1232	1419	1570	1288	1178	775	819	877	2584	2435	2410	1650.13	824	2476	3.008	1.589	1.45582224222369e-42	5.7361089160174e-41	0.0021	0.0171	0.009	0.009	TRUE	0.0386
CNAG_00012	4209	1623	1757	591	596	514	1619	1079	1086	973	1127	1052	1155.9	1261	1051	0.832	-0.266	0.153601057907573	0.21542929831118	0.0315	0.0184	0.0239	0.0239	TRUE	0.7498
CNAG_00013	1656	618	802	490	435	436	637	411	496	807	822	892	677.43	515	840	1.63	0.705	0.000137843984938754	0.000388751013703676	0.0237	0.0212	0.023	0.023	TRUE	0.5253
CNAG_00014	976	778	818	301	255	220	375	517	506	495	482	450	471.01	466	476	1.023	0.033	0.853799420938401	0.888073858752829	0.0166	0.0243	0.0206	0.0206	TRUE	0.3553
CNAG_00015	439	321	431	340	282	238	169	213	266	560	533	487	371.41	216	527	2.443	1.289	2.25975949751827e-10	1.4844018392594e-09	0.0264	0.0269	0.0267	0.0267	TRUE	0.4746
CNAG_00016	4643	2520	2882	595	482	579	1786	1676	1781	979	911	1185	1386.39	1748	1025	0.586	-0.771	3.04073503481398e-08	1.50416506065214e-07	0.0074	0.0177	0.0129	0.0129	TRUE	0.2135
CNAG_00017	1259	724	639	334	310	285	484	482	395	550	586	583	513.27	454	573	1.262	0.336	0.0295545461734865	0.0505275376936725	0.0064	0.0234	0.0149	0.0149	TRUE	0.15
CNAG_00018	3597	1895	2261	772	682	539	1383	1260	1398	1271	1289	1103	1284.02	1347	1221	0.907	-0.141	0.269078645175037	0.345368556505914	0.0039	0.018	0.0108	0.0108	TRUE	0.0831
CNAG_00019	6121	3814	4727	952	818	737	2354	2537	2922	1567	1546	1508	2072.32	2604	1540	0.592	-0.757	4.03674335675612e-09	2.25904291731926e-08	0.0065	0.0166	0.0112	0.0112	TRUE	0.1386
CNAG_00020	3982	1549	1522	788	758	618	1532	1030	941	1297	1433	1264	1249.49	1168	1331	1.14	0.188	0.331743327157032	0.412442584506183	0.0367	0.0181	0.0262	0.0262	TRUE	0.9075
CNAG_00021	2057	526	689	182	145	141	791	350	426	300	274	288	404.84	522	287	0.549	-0.864	0.00223045759640876	0.0050252031685047	0.099	0.0259	0.0538	0.0538	TRUE	1.419
CNAG_00022	1548	766	1270	462	382	376	595	509	785	760	722	769	690.29	630	750	1.192	0.253	0.168008372241439	0.232271060522284	0.0234	0.0211	0.0226	0.0226	TRUE	0.5501
CNAG_00023	526	301	303	458	378	313	202	200	187	754	715	640	449.77	196	703	3.577	1.839	4.28330944219727e-34	1.29013280398982e-32	0	0.0247	0.0137	0.0137	TRUE	0.0683
CNAG_00024	39337	26011	25388	5084	4573	3495	15129	17300	15692	8368	8645	7151	12047.64	16040	8055	0.502	-0.994	7.50503621023534e-16	8.03501270091073e-15	0.0072	0.0147	0.0108	0.0108	TRUE	0.117
CNAG_00025	2751	1806	1652	1575	1306	1094	1058	1201	1021	2592	2469	2238	1763.34	1093	2433	2.227	1.155	2.0888733827493e-19	2.79768674207352e-18	0.0055	0.017	0.0112	0.0112	TRUE	0.0887
CNAG_00026	10010	6058	6836	1205	1107	926	3850	4029	4225	1983	2093	1895	3012.54	4035	1990	0.493	-1.019	1.99204913613296e-20	2.85257451229188e-19	0.0018	0.0159	0.0082	0.0082	TRUE	0.0241
CNAG_00027	1981	1105	1043	576	583	486	762	735	645	948	1102	994	864.35	714	1015	1.421	0.506	0.000279040156121796	0.000745706739550115	0.0057	0.0197	0.0127	0.0127	TRUE	0.0858
CNAG_00028	1223	836	976	447	375	339	470	556	603	736	709	694	627.99	543	713	1.314	0.394	0.00959529752647951	0.0185580283495867	0.0081	0.0218	0.0149	0.0149	TRUE	0.1696
CNAG_00029	251	142	168	77	64	53	97	94	104	127	121	108	108.5	98	119	1.211	0.276	0.245700453951112	0.320583745942758	0	0.0576	0.03	0.03	TRUE	0.0478
CNAG_00030	403	146	182	57	49	41	155	97	112	94	93	84	105.82	121	90	0.739	-0.436	0.126607769601051	0.182986353187494	0.0317	0.0587	0.0461	0.0461	TRUE	0.6712
CNAG_00031	1773	1108	1208	450	414	350	682	737	747	741	783	716	734.16	722	747	1.035	0.049	0.703129126613588	0.767080825991675	0.0013	0.0207	0.0105	0.0105	TRUE	0.029
CNAG_00032	149	78	102	40	34	30	57	52	63	66	64	61	60.62	57	64	1.112	0.154	0.616225714029585	0.691417494036175	0	0.0918	0.0485	0.0485	TRUE	0.0679
CNAG_00034	71684	42200	43612	3804	3684	3800	27570	28067	26957	6261	6965	7775	17265.84	27531	7000	0.254	-1.976	6.44015941242617e-63	5.66817666727431e-61	0.0059	0.0146	0.0099	0.0099	TRUE	0.1138
CNAG_00035	836	522	478	510	499	356	322	347	295	839	943	728	579.22	321	837	2.606	1.382	3.01218287187673e-18	3.759403926834e-17	0.009	0.0224	0.0162	0.0162	TRUE	0.0935
CNAG_00036	3244	1991	1528	1090	1058	1172	1248	1324	944	1794	2000	2398	1618.08	1172	2064	1.76	0.816	2.65033236078549e-06	1.00286445611632e-05	0.0247	0.0172	0.021	0.021	TRUE	0.3477
CNAG_00038	2337	1604	1964	850	844	816	899	1067	1214	1399	1596	1670	1307.3	1060	1555	1.467	0.553	0.000360597175944267	0.000944268570855601	0.0139	0.0179	0.0165	0.0165	TRUE	0.217
CNAG_00039	2422	1407	1503	1042	973	770	932	936	929	1715	1840	1575	1321.05	932	1710	1.835	0.876	2.30414126649274e-13	2.02007313881259e-12	0.0015	0.0179	0.0094	0.0094	TRUE	0.0556
CNAG_00040	10003	7018	6308	3601	3234	2793	3847	4668	3899	5927	6114	5714	5028.22	4138	5918	1.431	0.517	2.42699839566346e-05	7.77672251887058e-05	0.0064	0.0152	0.0106	0.0106	TRUE	0.1527
CNAG_00043	2237	1489	1457	620	469	463	860	990	901	1020	887	947	934.29	917	951	1.039	0.055	0.682185350881712	0.749298237102976	0.0041	0.0193	0.0115	0.0115	TRUE	0.0584
CNAG_00044	7006	4212	3518	879	749	732	2695	2801	2174	1447	1416	1498	2005.15	2557	1454	0.568	-0.815	3.83209391041831e-09	2.15162389651242e-08	0.0096	0.0166	0.013	0.013	TRUE	0.2078
CNAG_00045	637	342	348	166	166	164	245	227	215	273	314	336	268.36	229	308	1.338	0.42	0.0183367550803049	0.0330588425589855	0.0032	0.0318	0.0186	0.0186	TRUE	0.1058
CNAG_00046	9032	6213	6430	1448	1187	1137	3474	4132	3974	2383	2244	2326	3089.02	3860	2318	0.601	-0.735	6.59505596359082e-10	4.09667225162741e-09	0.0046	0.0158	0.0097	0.0097	TRUE	0.0941
CNAG_00047	2334	1527	1199	2074	1862	1713	898	1016	741	3414	3520	3505	2182.16	885	3480	3.933	1.976	1.83171643536305e-43	7.3890132633663e-42	0.0112	0.0164	0.0141	0.0141	TRUE	0.2405
CNAG_00048	220	103	102	70	71	73	85	69	63	115	134	149	102.49	72	133	1.832	0.874	0.000893033566500827	0.00217544517619558	0.0131	0.0601	0.039	0.039	TRUE	0.2627
CNAG_00049	554	180	284	107	109	101	213	120	176	176	206	207	182.86	170	196	1.153	0.206	0.42452786503415	0.50866784677094	0.0433	0.04	0.0415	0.0415	TRUE	0.3777
CNAG_00050	1887	1444	1276	329	255	263	726	960	789	542	482	538	672.76	825	521	0.632	-0.663	4.61132108381331e-05	0.000140863996344061	0.0124	0.0213	0.017	0.017	TRUE	0.2469
CNAG_00051	5699	3768	3958	1902	1661	1337	2192	2506	2446	3131	3140	2735	2691.78	2381	3002	1.261	0.335	0.00603410562086439	0.0122986868549167	0.0048	0.016	0.0103	0.0103	TRUE	0.0722
CNAG_00052	6657	2888	2204	863	772	1144	2560	1921	1362	1420	1460	2341	1844	1948	1740	0.893	-0.164	0.510374286046327	0.592870506776819	0.0878	0.0168	0.0439	0.0439	TRUE	0.2374
CNAG_00053	1029	536	638	228	188	194	396	356	394	375	355	397	379.04	382	376	0.982	-0.026	0.868616222728994	0.899955991657911	0	0.0267	0.0141	0.0141	TRUE	0.0399
CNAG_00054	2232	1535	1035	1434	1384	1316	858	1021	640	2360	2617	2692	1698.06	840	2556	3.044	1.606	1.84173041938601e-19	2.47156575290673e-18	0.0271	0.0171	0.0221	0.0221	TRUE	0.5184
CNAG_00055	3249	1921	2104	664	624	570	1250	1278	1300	1093	1180	1166	1211.09	1276	1146	0.898	-0.155	0.176514705447278	0.242301024674135	0	0.0182	0.0084	0.0084	TRUE	0.02
CNAG_00056	3097	1789	1641	650	591	513	1191	1190	1014	1070	1117	1050	1105.34	1132	1079	0.953	-0.069	0.594825080420442	0.673523745113267	0.0045	0.0185	0.0111	0.0111	TRUE	0.0991
CNAG_00057	37458	16754	10906	7334	6951	7906	14407	11143	6741	12071	13141	16175	12279.79	10764	13796	1.282	0.358	0.12874014459655	0.18547448127781	0.0695	0.0147	0.0399	0.0399	TRUE	0.3635
CNAG_00058	12793	7207	7929	1473	1400	1363	4920	4793	4901	2424	2647	2789	3745.75	4871	2620	0.538	-0.895	1.81529809180475e-16	2.02007802432854e-15	0.0016	0.0156	0.0081	0.0081	TRUE	0.0518
CNAG_00059	149	82	210	110	94	70	57	55	130	181	178	143	123.94	81	167	2.084	1.06	0.00285112101272435	0.00628768210323231	0.1255	0.0522	0.0819	0.0819	TRUE	2.926
CNAG_00060	2149	624	919	383	391	355	827	415	568	630	739	726	650.92	603	698	1.156	0.209	0.374556127033561	0.45810627556514	0.062	0.0215	0.0383	0.0383	TRUE	0.4615
CNAG_00061	83194	44078	43021	12239	12082	9747	31997	29316	26591	20144	22842	19942	25138.87	29301	20976	0.716	-0.482	7.32514693449843e-05	0.000216024894582662	0.0072	0.0145	0.0106	0.0106	TRUE	0.0802
CNAG_00062	10562	8283	7539	1514	1367	1117	4062	5509	4660	2492	2584	2285	3598.81	4744	2454	0.517	-0.95	4.93279656047716e-11	3.43219325362975e-10	0.0132	0.0156	0.0146	0.0146	TRUE	0.1739
CNAG_00063	1889	1172	1424	208	148	129	727	780	880	342	280	264	545.38	796	295	0.372	-1.425	5.28409603719104e-17	6.18485644974848e-16	0.0112	0.0229	0.0173	0.0173	TRUE	0.2132
CNAG_00064	3633	2589	3377	660	485	564	1397	1722	2087	1086	917	1154	1393.95	1735	1052	0.607	-0.721	4.84330243370653e-05	0.000147519373452715	0.0254	0.0177	0.0217	0.0217	TRUE	0.1399
CNAG_00065	18788	9018	10053	2588	2436	2054	7226	5998	6214	4260	4605	4202	5417.53	6479	4356	0.672	-0.573	2.39770658775808e-06	9.15451129309099e-06	0.0061	0.0152	0.0104	0.0104	TRUE	0.1246
CNAG_00066	4958	2717	2265	1797	1601	1457	1907	1807	1400	2958	3027	2981	2346.58	1705	2989	1.753	0.809	2.40538772154652e-08	1.20661085040124e-07	0.0118	0.0163	0.0147	0.0147	TRUE	0.2962
CNAG_00067	4894	4089	4972	856	668	711	1882	2720	3073	1409	1263	1455	1966.93	2558	1376	0.538	-0.895	1.57688370465226e-06	6.15584151291955e-06	0.0304	0.0167	0.0242	0.0242	TRUE	0.4008
CNAG_00068	763	529	638	444	386	297	293	352	394	731	730	608	517.97	346	690	1.994	0.996	8.27612131583141e-09	4.42328660547236e-08	0.0148	0.0234	0.0194	0.0194	TRUE	0.2203
CNAG_00069	73	57	74	60	49	31	28	38	46	99	93	63	61.09	37	85	2.303	1.204	0.000567185816264248	0.00143105669278585	0.0398	0.0912	0.0695	0.0695	TRUE	0.4843
CNAG_00070	3287	1501	1553	1116	991	796	1264	998	960	1837	1874	1629	1426.9	1074	1780	1.656	0.728	1.55455138503675e-06	6.07566017093081e-06	0.0135	0.0176	0.0157	0.0157	TRUE	0.2933
CNAG_00072	9897	6482	5822	1912	1671	1638	3806	4311	3599	3147	3159	3351	3562.28	3905	3219	0.824	-0.279	0.0189999594970273	0.0341636310722616	0.0046	0.0156	0.0098	0.0098	TRUE	0.1004
CNAG_00073	11202	7362	6407	1816	1599	1408	4308	4896	3960	2989	3023	2881	3676.3	4388	2964	0.676	-0.566	4.2275797040578e-06	1.54199718269105e-05	0.0057	0.0156	0.0105	0.0105	TRUE	0.1248
CNAG_00074	10532	7209	6292	2691	2279	2409	4051	4795	3889	4429	4309	4929	4400.17	4245	4556	1.073	0.102	0.433113647177024	0.517582646256162	0.0083	0.0154	0.0119	0.0119	TRUE	0.1563
CNAG_00075	6965	3442	3840	755	658	669	2679	2289	2374	1243	1244	1369	1866.17	2447	1285	0.525	-0.93	1.01962897397771e-13	9.25036888440015e-13	0.0042	0.0168	0.0104	0.0104	TRUE	0.0841
CNAG_00076	2768	1738	1688	481	452	411	1065	1156	1043	792	855	841	958.5	1088	829	0.762	-0.392	0.00169698484667265	0.003927754885895	0.0016	0.0192	0.0099	0.0099	TRUE	0.0356
CNAG_00077	10897	5823	4876	4967	4341	3716	4191	3873	3014	8175	8207	7603	5843.81	3693	7995	2.165	1.114	2.10635945156761e-14	2.03055448126226e-13	0.0142	0.0151	0.0151	0.0151	TRUE	0.3152
CNAG_00078	2315	1476	1490	549	469	473	890	982	921	904	887	968	925.18	931	920	0.988	-0.018	0.884522628781698	0.911355724591172	0.0014	0.0194	0.0099	0.0099	TRUE	0.0271
CNAG_00079	2173	1302	1327	152	131	103	836	866	820	250	248	211	538.42	841	236	0.282	-1.828	7.10478034127726e-33	2.0664848228685e-31	0	0.023	0.0126	0.0126	TRUE	0.0859
CNAG_00080	93	66	95	54	45	35	36	44	59	89	85	72	63.99	46	82	1.787	0.838	0.0112942495154092	0.0215426763202724	0.0292	0.0877	0.0615	0.0615	TRUE	0.5271
CNAG_00081	6640	4339	4142	988	883	828	2554	2886	2560	1626	1669	1694	2164.91	2667	1663	0.624	-0.681	3.15566996513213e-09	1.79412544913595e-08	0.0027	0.0165	0.0089	0.0089	TRUE	0.0627
CNAG_00082	2678	1429	1493	574	514	506	1030	950	923	945	972	1035	975.83	968	984	1.016	0.022	0.857856793822249	0.891671087689169	0.0021	0.0191	0.0101	0.0101	TRUE	0.039
CNAG_00083	3078	2324	2220	793	676	620	1184	1546	1372	1305	1278	1269	1325.57	1367	1284	0.94	-0.09	0.524421287770815	0.605451970566067	0.0091	0.0178	0.0134	0.0134	TRUE	0.1692
CNAG_00084	7506	4356	4474	978	854	761	2887	2897	2765	1610	1615	1557	2221.78	2850	1594	0.559	-0.838	1.39650678935187e-15	1.47187037502918e-14	0	0.0164	0.0073	0.0073	TRUE	0.0082
CNAG_00085	929	834	965	193	149	168	357	555	596	318	282	344	408.59	503	315	0.626	-0.676	0.00252267037834123	0.00561818506540207	0.0412	0.0258	0.0326	0.0326	TRUE	0.7808
CNAG_00086	1855	1261	1449	310	278	257	713	839	896	510	526	526	668.23	816	521	0.638	-0.648	1.61219289529753e-05	5.33227489088889e-05	0.0074	0.0213	0.0141	0.0141	TRUE	0.1486
CNAG_00087	4920	2763	2312	864	717	713	1892	1838	1429	1422	1356	1459	1565.9	1720	1412	0.821	-0.285	0.0528855060863407	0.0847093062507991	0.0122	0.0173	0.0148	0.0148	TRUE	0.2648
CNAG_00088	9889	8910	9644	2463	2037	1884	3803	5926	5961	4054	3851	3855	4575.01	5230	3920	0.75	-0.416	0.0195842482492688	0.0350746433364944	0.028	0.0153	0.0226	0.0226	TRUE	0.6977
CNAG_00089	1586	987	1404	491	386	370	610	656	868	808	730	757	738.2	711	765	1.076	0.106	0.538115118270735	0.618417187810882	0.0189	0.0207	0.0198	0.0198	TRUE	0.443
CNAG_00090	2704	1777	1771	374	315	351	1040	1182	1095	616	596	718	874.29	1106	643	0.581	-0.782	2.57485074621158e-08	1.28685571586105e-07	0.0047	0.0197	0.0125	0.0125	TRUE	0.1161
CNAG_00091	121211	58624	30553	29023	26595	28543	46619	38991	18885	47770	50279	58398	43490.29	34832	52149	1.497	0.582	0.0241975392768874	0.0422864166269897	0.0902	0.0144	0.0481	0.0481	TRUE	1.2525
CNAG_00092	7939	3523	4199	1230	1173	1160	3053	2343	2595	2024	2218	2373	2434.57	2664	2205	0.827	-0.274	0.0547375592236147	0.0873866758205977	0.0117	0.0162	0.0141	0.0141	TRUE	0.2003
CNAG_00093	29119	12773	8307	4834	4639	4969	11199	8495	5135	7956	8770	10166	8620.41	8276	8964	1.083	0.115	0.625852580354816	0.699439798328593	0.0805	0.0148	0.04	0.04	TRUE	0.2692
CNAG_00094	1619	861	534	214	211	165	623	573	330	352	399	338	435.69	509	363	0.713	-0.488	0.0439839719496356	0.0717917576836898	0.0583	0.0251	0.0391	0.0391	TRUE	1.1164
CNAG_00095	913	599	849	388	316	261	351	398	525	639	597	534	507.39	425	590	1.392	0.477	0.0124978760041875	0.0235403295387377	0.0233	0.0236	0.024	0.024	TRUE	0.5016
CNAG_00096	1156	583	622	230	184	190	445	388	384	379	348	389	388.66	406	372	0.915	-0.128	0.422745089902115	0.506800543829229	0.004	0.0264	0.0151	0.0151	TRUE	0.0867
CNAG_00097	1194	774	757	761	640	498	459	515	468	1253	1210	1019	820.55	481	1161	2.418	1.274	3.859765086169e-19	5.09895282436010e-18	0.0061	0.02	0.0132	0.0132	TRUE	0.1322
CNAG_00098	2894	1517	1335	570	533	557	1113	1009	825	938	1008	1140	1005.44	982	1029	1.046	0.064	0.688184115114459	0.754419888083256	0.0156	0.019	0.0174	0.0174	TRUE	0.2361
CNAG_00099	2137	1549	1809	401	361	301	822	1030	1118	660	682	616	821.44	990	653	0.66	-0.599	0.000200901822294059	0.000550996215980105	0.0139	0.02	0.017	0.017	TRUE	0.2711
CNAG_00100	18454	9080	9763	1215	1122	1058	7098	6039	6035	2000	2121	2165	4242.82	6391	2095	0.328	-1.609	1.76278609543038e-40	6.49260943952809e-39	0.0049	0.0154	0.01	0.01	TRUE	0.1149
CNAG_00101	1983	1380	2231	376	343	275	763	918	1379	619	648	563	814.91	1020	610	0.599	-0.74	0.000703878336602508	0.00174668014908649	0.05	0.0201	0.0326	0.0326	TRUE	0.6344
CNAG_00104	13344	7356	8262	3789	3414	2940	5132	4893	5107	6236	6454	6015	5639.57	5044	6235	1.236	0.306	0.00190436884488959	0.00436010393980295	7e-04	0.0151	0.0068	0.0068	TRUE	0.0115
CNAG_00106	7754	5374	4994	1162	935	843	2982	3574	3087	1913	1768	1725	2508.05	3214	1802	0.561	-0.834	3.6049710831589e-11	2.53432458823318e-10	0.0057	0.0162	0.0109	0.0109	TRUE	0.1166
CNAG_00107	12733	4930	4170	1042	1008	1032	4897	3279	2577	1715	1906	2111	2747.64	3584	1911	0.533	-0.908	2.63966436605394e-05	8.40648750411068e-05	0.0599	0.016	0.0331	0.0331	TRUE	0.3793
CNAG_00108	6785	2953	3311	766	752	722	2610	1964	2047	1261	1422	1477	1796.64	2207	1387	0.628	-0.672	1.17713757332997e-05	3.98275653242996e-05	0.0151	0.0169	0.0161	0.0161	TRUE	0.3123
CNAG_00109	4323	1360	2157	611	531	468	1663	905	1333	1006	1004	958	1144.59	1300	989	0.76	-0.395	0.0576890598957762	0.0916452786951888	0.0459	0.0184	0.0301	0.0301	TRUE	0.2054
CNAG_00110	2330	1306	1446	178	125	141	896	869	894	293	236	288	579.39	886	272	0.308	-1.7	6.78895677505449e-29	1.59199861815032e-27	0	0.0224	0.013	0.013	TRUE	0.1408
CNAG_00111	6688	4036	4098	1076	883	828	2572	2684	2533	1771	1669	1694	2154.01	2596	1711	0.659	-0.601	1.74690096905465e-08	8.94165246773668e-08	5e-04	0.0165	0.0075	0.0075	TRUE	0.0113
CNAG_00115	28317	13762	9244	1631	1509	1584	10891	9153	5714	2685	2853	3241	5756.01	8586	2926	0.341	-1.553	2.19342458547459e-13	1.92549720411416e-12	0.0515	0.0151	0.032	0.032	TRUE	0.2258
CNAG_00116	73099	30459	32236	2937	3142	2959	28115	20258	19925	4834	5940	6054	14187.73	22766	5609	0.246	-2.021	2.18712444475551e-33	6.50093963250354e-32	0.0278	0.0146	0.0201	0.0201	TRUE	0.5174
CNAG_00117	5688	3264	3175	932	807	748	2188	2171	1962	1534	1526	1530	1818.52	2107	1530	0.726	-0.462	4.41031357749289e-05	0.00013542680160702	0.0019	0.0169	0.0085	0.0085	TRUE	0.0437
CNAG_00118	981	440	598	271	272	244	377	293	370	446	514	499	416.51	347	486	1.401	0.486	0.00459628975022632	0.00967558844178073	0.0108	0.0256	0.0185	0.0185	TRUE	0.2127
CNAG_00119	512	297	366	147	127	115	197	198	226	242	240	235	223	207	239	1.157	0.21	0.249301364372673	0.324470010822662	0	0.0354	0.0188	0.0188	TRUE	0.0752
CNAG_00120	1097	463	582	187	171	175	422	308	360	308	323	358	346.45	363	330	0.905	-0.144	0.440546262530627	0.525260735603459	0.0144	0.0279	0.0215	0.0215	TRUE	0.2274
CNAG_00121	20774	11204	10187	3283	2844	3028	7990	7452	6297	5404	5377	6195	6452.3	7246	5659	0.781	-0.357	0.00773709994490269	0.0152958944943423	0.0103	0.015	0.0128	0.0128	TRUE	0.1606
CNAG_00122	5337	3731	3268	872	675	632	2053	2482	2020	1435	1276	1293	1759.76	2185	1335	0.611	-0.71	2.20544200567604e-07	9.6365444696754e-07	0.0082	0.017	0.0127	0.0127	TRUE	0.1711
CNAG_00123	1479	614	711	564	581	652	569	408	439	928	1098	1334	796.23	472	1120	2.367	1.243	6.89695166837047e-11	4.74043016800676e-10	0.0305	0.0202	0.0248	0.0248	TRUE	0.1712
CNAG_00124	811	488	813	263	213	181	312	325	503	433	403	370	390.82	380	402	1.06	0.085	0.700419893345359	0.764987206640048	0.0388	0.0263	0.0319	0.0319	TRUE	0.9409
CNAG_00125	529	466	511	340	280	237	203	310	316	560	529	485	400.52	276	525	1.904	0.929	7.14330412795162e-06	2.50570248836067e-05	0.0306	0.026	0.0281	0.0281	TRUE	0.6479
CNAG_00126	3431	1593	1550	429	397	363	1320	1060	958	706	751	743	922.75	1113	733	0.658	-0.603	0.000167817357043996	0.000465342974094584	0.0145	0.0194	0.017	0.017	TRUE	0.325
CNAG_00127	1118	809	1032	243	183	210	430	538	638	400	346	430	463.59	535	392	0.733	-0.449	0.0211625781968729	0.0375933925138158	0.0245	0.0244	0.0244	0.0244	TRUE	0.1584
CNAG_00128	616	222	253	39	30	36	237	148	156	64	57	74	122.59	180	65	0.358	-1.482	7.20266372270245e-07	2.94228161836977e-06	0.0435	0.0526	0.0486	0.0486	TRUE	0.8879
CNAG_00129	822	430	529	267	242	249	316	286	327	439	458	509	389.26	310	469	1.511	0.596	0.000149909131499763	0.000419807514121444	0.0022	0.0264	0.0149	0.0149	TRUE	0.0626
CNAG_00130	49684	26479	16567	15506	16018	15167	19109	17611	10240	25522	30283	31031	22299.34	15653	28945	1.849	0.887	2.65064496753868e-05	8.43619887430693e-05	0.0512	0.0145	0.0321	0.0321	TRUE	1.1199
CNAG_00131	355	226	222	82	77	59	137	150	137	135	146	121	137.55	141	134	0.948	-0.077	0.726119801721462	0.787472218957649	0	0.0485	0.026	0.026	TRUE	0.0613
CNAG_00132	365	243	304	273	217	159	140	162	188	449	410	325	279.13	163	395	2.428	1.28	4.2038662984821e-10	2.66756572142445e-09	0.02	0.0311	0.0262	0.0262	TRUE	0.2544
CNAG_00133	896	477	668	203	149	130	345	317	413	334	282	266	326.09	358	294	0.822	-0.282	0.134405026876867	0.192449369774884	0.0135	0.0287	0.0217	0.0217	TRUE	0.2064
CNAG_00134	3482	2370	2011	590	509	482	1339	1576	1243	971	962	986	1179.68	1386	973	0.702	-0.51	0.000247159126687748	0.00066732964205692	0.0076	0.0183	0.0128	0.0128	TRUE	0.1729
CNAG_00135	1348	1166	1327	269	183	167	518	776	820	443	346	342	540.76	705	377	0.536	-0.9	2.71243372857648e-05	8.6179856439582e-05	0.0398	0.023	0.0303	0.0303	TRUE	0.6527
CNAG_00136	20843	11997	11170	2954	2640	2532	8016	7979	6904	4862	4991	5180	6322.23	7633	5011	0.656	-0.607	7.88570842095456e-08	3.68054035597858e-07	0.0037	0.015	0.009	0.009	TRUE	0.0853
CNAG_00137	4038	2511	2429	2888	2428	2167	1553	1670	1501	4753	4590	4434	3083.63	1575	4592	2.917	1.544	1.16350079830901e-46	5.45376155014226e-45	0.0015	0.0158	0.008	0.008	TRUE	0.0335
CNAG_00138	6524	3229	3691	915	878	876	2509	2148	2281	1506	1660	1792	1982.74	2313	1653	0.714	-0.486	0.000165872181665803	0.000460703186536535	0.0061	0.0167	0.0113	0.0113	TRUE	0.0728
CNAG_00139	19054	9724	6932	10075	9770	10523	7328	6467	4285	16583	18471	21530	12443.93	6027	18861	3.129	1.646	4.41817541583843e-17	5.18027245556005e-16	0.0425	0.0147	0.0276	0.0276	TRUE	0.6668
CNAG_00140	6598	2801	3019	752	675	710	2538	1863	1866	1238	1276	1453	1705.53	2089	1322	0.632	-0.661	5.11615340981344e-05	0.000155202200798146	0.0201	0.0171	0.0184	0.0184	TRUE	0.4322
CNAG_00141	659	263	299	567	514	565	253	175	185	933	972	1156	612.36	204	1020	4.969	2.313	1.09220077310595e-34	3.33416425195451e-33	0.0243	0.022	0.0233	0.0233	TRUE	0.5282
CNAG_00142	1408	619	788	298	245	228	542	412	487	490	463	466	476.74	480	473	0.985	-0.022	0.894561687347431	0.918830638853219	0.0097	0.0242	0.017	0.017	TRUE	0.1824
CNAG_00143	10148	5074	5163	1131	1004	915	3903	3375	3191	1862	1898	1872	2683.46	3490	1877	0.538	-0.895	5.6644369982401e-13	4.81051247331744e-12	0.005	0.016	0.0105	0.0105	TRUE	0.1317
CNAG_00144	439	209	238	155	118	114	169	139	147	255	223	233	194.4	152	237	1.561	0.643	0.0011265134422983	0.00269480465882655	0	0.0385	0.0223	0.0223	TRUE	0.1175
