Id	WT30_a	WT30_b	WT30_c	WTST30_a	WTST30_b	WTST30_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.WTST30_a	norm.WTST30_b	norm.WTST30_c	baseMean	WT	WTST30	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_05294	1896	799	904	810	753	602	729	531	559	1333	1424	1232	967.98	606	1330	2.189	1.13	4.27258255184707e-12	3.30162964126198e-11	0.0164	0.0191	0.018	0.018	TRUE	0.3825
CNAG_03866	737	392	482	406	352	256	283	261	298	668	665	524	449.93	281	619	2.208	1.142	4.41857476744498e-12	3.40667590432021e-11	0.008	0.0247	0.0171	0.0171	TRUE	0.2021
CNAG_03644	211	137	209	190	171	137	81	91	129	313	323	280	202.96	100	305	3.052	1.61	4.83948346983456e-12	3.72272184734038e-11	0.0279	0.0374	0.0333	0.0333	TRUE	0.6616
CNAG_06890	285	201	202	190	154	148	110	134	125	313	291	303	212.47	123	302	2.472	1.305	4.89577873125379e-12	3.76175651493276e-11	0	0.0364	0.0204	0.0204	TRUE	0.1052
CNAG_06672	540	267	110	360	379	441	208	178	68	593	717	902	444.1	151	737	4.866	2.283	4.95903942545062e-12	3.80604871871788e-11	0.1689	0.0249	0.0756	0.0756	TRUE	0.7004
CNAG_01384	1270	778	554	618	552	579	488	517	342	1017	1044	1185	765.62	449	1082	2.405	1.266	5.09195006791891e-12	3.90363638125412e-11	0.0257	0.0204	0.0228	0.0228	TRUE	0.5092
CNAG_03330	358	235	283	217	193	196	138	156	175	357	365	401	265.33	156	374	2.399	1.263	5.18836789434479e-12	3.97305866892368e-11	0.0064	0.032	0.0199	0.0199	TRUE	0.1325
CNAG_07937	4053	2321	2489	1506	1359	1232	1559	1544	1538	2479	2569	2521	2034.94	1547	2523	1.631	0.705	5.32089025144483e-12	4.06994054560289e-11	0	0.0166	0.007	0.007	TRUE	0.0031
CNAG_03492	86142	35720	20758	45378	42378	42243	33131	23757	12831	74689	80118	86428	51825.56	23240	80412	3.46	1.791	5.41050294623786e-12	4.13381944381669e-11	0.0982	0.0144	0.0486	0.0486	TRUE	1.1272
CNAG_01341	12020	6764	5156	4973	4775	4936	4623	4499	3187	8185	9027	10099	6603.36	4103	9104	2.218	1.15	5.59038229963498e-12	4.2568562746771e-11	0.0241	0.015	0.0199	0.0199	TRUE	0.4651
CNAG_05067	48	34	27	56	65	40	18	23	17	92	123	82	59.11	19	99	5.159	2.367	5.91310776246266e-12	4.49250350966474e-11	0	0.0938	0.0616	0.0616	TRUE	0.3355
CNAG_01095	2472	1505	1510	986	885	927	951	1001	933	1623	1673	1897	1346.28	962	1731	1.799	0.847	6.17941027387102e-12	4.67386868594017e-11	0.003	0.0178	0.0101	0.0101	TRUE	0.0829
CNAG_00889	157	75	114	134	99	86	60	50	70	221	187	176	127.4	60	195	3.232	1.693	6.49414873690497e-12	4.90644882831717e-11	0.0107	0.0512	0.0344	0.0344	TRUE	0.2017
CNAG_01862	73	30	45	74	67	46	28	20	28	122	127	94	69.74	25	114	4.496	2.169	6.66447433284856e-12	5.02952589685019e-11	0	0.0817	0.0531	0.0531	TRUE	0.2347
CNAG_05579	6112	3347	3631	2169	2014	1825	2351	2226	2244	3570	3808	3734	2988.77	2274	3704	1.628	0.704	6.71558240535319e-12	5.06245850512554e-11	7e-04	0.0159	0.0072	0.0072	TRUE	0.0122
CNAG_04447	1368	700	762	568	465	508	526	466	471	935	879	1039	719.34	488	951	1.948	0.962	6.96633971343477e-12	5.23983176891759e-11	0.0043	0.0208	0.0126	0.0126	TRUE	0.0753
CNAG_01985	16357	9295	8496	6778	5926	4770	6291	6182	5251	11156	11203	9759	8307.22	5908	10706	1.812	0.858	7.44273923813291e-12	5.58576343486453e-11	0.0074	0.0149	0.0112	0.0112	TRUE	0.1155
CNAG_00866	10082	7457	5132	5100	4706	5213	3878	4960	3172	8394	8897	10666	6661.03	4003	9319	2.328	1.219	7.93149207035479e-12	5.93941676914856e-11	0.0332	0.015	0.0227	0.0227	TRUE	0.5322
CNAG_01621	100598	49321	48544	36957	32780	35358	38691	32804	30005	60828	61972	72341	49440.28	33833	65047	1.923	0.943	7.96558406801232e-12	5.95836238729796e-11	0.0133	0.0144	0.0137	0.0137	TRUE	0.1933
CNAG_03668	1996	1292	1416	1077	855	694	768	859	875	1773	1616	1420	1218.54	834	1603	1.924	0.944	9.03760745942284e-12	6.73053469807787e-11	0.0071	0.0182	0.0129	0.0129	TRUE	0.1178
CNAG_03971	45	32	35	55	53	44	17	21	22	91	100	90	56.83	20	94	4.697	2.232	9.48783298628146e-12	7.05807290318655e-11	0	0.097	0.0537	0.0537	TRUE	0.1357
CNAG_06980	4230	3103	3199	2192	1973	1630	1627	2064	1977	3608	3730	3335	2723.48	1889	3558	1.884	0.914	1.01632246681554e-11	7.54394015072172e-11	0.0085	0.016	0.0126	0.0126	TRUE	0.1814
CNAG_04705	2917	1732	1739	1119	980	964	1122	1152	1075	1842	1853	1972	1502.6	1116	1889	1.692	0.759	1.07431317566873e-11	7.95696217651037e-11	5e-04	0.0174	0.0082	0.0082	TRUE	0.0176
CNAG_07554	4624	2894	3459	2030	1790	1805	1778	1925	2138	3341	3384	3693	2709.92	1947	3473	1.784	0.835	1.08794427827699e-11	8.04912486231789e-11	0.0052	0.016	0.0105	0.0105	TRUE	0.0895
CNAG_02342	1130	711	684	558	427	401	435	473	423	918	807	820	646.07	444	848	1.916	0.938	1.11248821647435e-11	8.2217367972156e-11	0.0024	0.0216	0.012	0.012	TRUE	0.0614
CNAG_06031	623	479	510	458	383	286	240	319	315	754	724	585	489.41	291	688	2.369	1.245	1.14953463597464e-11	8.47703615669224e-11	0.0196	0.0239	0.0219	0.0219	TRUE	0.2927
CNAG_06017	313	200	245	195	174	156	120	133	151	321	329	319	228.99	135	323	2.4	1.263	1.3356649975188e-11	9.79632217336029e-11	0	0.0348	0.0202	0.0202	TRUE	0.1264
CNAG_03915	365	199	282	273	193	166	140	132	174	449	365	340	266.81	149	385	2.587	1.371	1.35077786248016e-11	9.89645575570601e-11	0.0171	0.0319	0.0254	0.0254	TRUE	0.2431
CNAG_05152	4799	2719	2570	1773	1638	1666	1846	1808	1589	2918	3097	3409	2444.37	1748	3141	1.797	0.845	1.46442200045937e-11	1.07059200616107e-10	0.0056	0.0162	0.0108	0.0108	TRUE	0.0768
CNAG_06167	5228	2666	3164	2291	1778	1538	2011	1773	1956	3771	3361	3147	2669.75	1913	3426	1.791	0.841	1.49522383354382e-11	1.09193231895759e-10	0.0058	0.0161	0.0108	0.0108	TRUE	0.094
CNAG_00404	687	428	400	364	320	241	264	285	247	599	605	493	415.55	265	566	2.135	1.094	1.49729959919242e-11	1.09227119308149e-10	0.0052	0.0256	0.0163	0.0163	TRUE	0.139
CNAG_07314	1990	1012	1019	908	820	587	765	673	630	1494	1550	1201	1052.34	689	1415	2.052	1.037	1.54525517853736e-11	1.12604240268255e-10	0.0122	0.0188	0.016	0.016	TRUE	0.2054
CNAG_06931	320	173	137	170	176	141	123	115	85	280	333	288	203.97	108	300	2.782	1.476	1.57328208568203e-11	1.14523444625855e-10	0.0181	0.0373	0.0289	0.0289	TRUE	0.3668
CNAG_06460	5164	2520	2716	1930	1650	1517	1986	1676	1679	3177	3119	3104	2456.79	1780	3133	1.759	0.815	1.62791803716672e-11	1.18246522378123e-10	0.0044	0.0162	0.0101	0.0101	TRUE	0.1256
CNAG_07853	230	105	142	142	117	108	88	70	88	234	221	221	153.66	82	225	2.74	1.454	1.63666942493354e-11	1.18754911057544e-10	0	0.0449	0.0261	0.0261	TRUE	0.1644
CNAG_05056	960	478	562	404	369	322	369	318	347	665	698	659	509.31	345	674	1.951	0.964	1.67213064764438e-11	1.21198175391294e-10	0	0.0235	0.0126	0.0126	TRUE	0.0538
CNAG_01127	1457	829	996	632	531	535	560	551	616	1040	1004	1095	811.01	576	1046	1.817	0.862	1.86065383144447e-11	1.34431247502124e-10	0.0015	0.0201	0.0105	0.0105	TRUE	0.0432
CNAG_06217	249	164	174	158	133	126	96	109	108	260	251	258	180.28	104	256	2.469	1.304	1.86894086138477e-11	1.3488617910122e-10	0	0.0404	0.0209	0.0209	TRUE	0.0592
CNAG_01527	154	107	64	120	118	90	59	71	40	198	223	184	129.11	57	202	3.559	1.832	1.89682812523364e-11	1.36753236220302e-10	0.0342	0.0507	0.0442	0.0442	TRUE	0.6421
CNAG_00276	545	351	435	317	259	265	210	233	269	522	490	542	377.59	237	518	2.186	1.128	1.912472179303e-11	1.37734579799537e-10	0.0074	0.0267	0.0174	0.0174	TRUE	0.1565
CNAG_08019	723	493	618	504	362	347	278	328	382	830	684	710	535.31	329	741	2.256	1.174	1.93300887579673e-11	1.39065829631363e-10	0.0164	0.0231	0.02	0.02	TRUE	0.2306
CNAG_01348	9439	3986	4394	3502	3413	3939	3630	2651	2716	5764	6452	8059	4878.82	2999	6758	2.253	1.172	2.14979303409375e-11	1.54334188475141e-10	0.0315	0.0153	0.0218	0.0218	TRUE	0.4106
CNAG_00283	1382	699	730	542	543	442	532	465	451	892	1027	904	711.77	483	941	1.947	0.962	2.2162317617043e-11	1.58935477767937e-10	0.0057	0.0209	0.0133	0.0133	TRUE	0.0969
CNAG_02164	3981	2190	1615	1747	1722	1401	1531	1457	998	2875	3256	2866	2163.88	1329	2999	2.256	1.174	2.23266233561427e-11	1.59944531167631e-10	0.0255	0.0165	0.0217	0.0217	TRUE	0.5719
CNAG_06822	208	113	149	144	135	96	80	75	92	237	255	196	155.98	82	229	2.79	1.48	2.24290348143784e-11	1.6050852052486e-10	0.0052	0.0444	0.0279	0.0279	TRUE	0.155
CNAG_03231	287	131	258	219	198	173	110	87	159	360	374	354	240.95	119	363	3.051	1.609	2.33417353662329e-11	1.66688030112708e-10	0.0402	0.0338	0.0369	0.0369	TRUE	0.9378
CNAG_05026	977	613	807	533	475	424	376	408	499	877	898	867	654.18	428	881	2.064	1.045	2.333403900142e-11	1.66688030112708e-10	0.0101	0.0215	0.0159	0.0159	TRUE	0.2522
CNAG_07973	221	101	117	117	113	117	85	67	72	193	214	239	145.01	75	215	2.858	1.515	2.34520177189755e-11	1.67299288506839e-10	0	0.0467	0.029	0.029	TRUE	0.1614
CNAG_04696	924	562	667	472	370	357	355	374	412	777	700	730	558.04	380	736	1.936	0.953	2.60608475896762e-11	1.85714368154822e-10	0.0029	0.0227	0.0127	0.0127	TRUE	0.0629
CNAG_07405	529	193	206	268	217	226	203	128	127	441	410	462	295.48	153	438	2.846	1.509	2.70004806622176e-11	1.91805301308018e-10	0.0359	0.0302	0.0331	0.0331	TRUE	0.9767
CNAG_05674	1408	870	1213	880	671	619	542	579	750	1448	1269	1266	975.56	624	1328	2.133	1.093	2.8485933511653e-11	2.01934279715975e-10	0.0172	0.0191	0.0183	0.0183	TRUE	0.3759
CNAG_04585	1017	515	431	1354	419	555	391	343	266	2229	792	1136	859.39	333	1386	4.156	2.055	2.96749035379025e-11	2.09923613023346e-10	0.1616	0.0198	0.0674	0.0674	TRUE	0.427
CNAG_04787	996	467	497	412	353	378	383	311	307	678	667	773	519.96	334	706	2.111	1.078	3.01394522750309e-11	2.12765695904047e-10	0.0099	0.0233	0.0168	0.0168	TRUE	0.205
CNAG_02848	683	481	686	554	461	364	263	320	424	912	872	745	589.12	336	843	2.517	1.332	3.14150788296414e-11	2.21540051226306e-10	0.0319	0.0223	0.0271	0.0271	TRUE	0.6251
CNAG_04124	277	166	295	264	236	172	107	110	182	435	446	352	271.98	133	411	3.096	1.63	4.03034063849906e-11	2.82749673986626e-10	0.0518	0.0316	0.0396	0.0396	TRUE	1.1437
CNAG_07702	221	111	226	223	184	141	85	74	140	367	348	288	216.98	100	334	3.369	1.752	4.24865455655577e-11	2.97142744373359e-10	0.0605	0.0359	0.0453	0.0453	TRUE	1.3036
CNAG_03680	1766	1233	1346	885	760	691	679	820	832	1457	1437	1414	1106.41	777	1436	1.85	0.887	4.5500202295021e-11	3.17564233731573e-10	0.0061	0.0185	0.0121	0.0121	TRUE	0.1498
CNAG_06010	4085	2169	2236	1487	1277	1220	1571	1443	1382	2447	2414	2496	1958.94	1465	2452	1.673	0.742	4.70162295412049e-11	3.2780760041229e-10	0.0021	0.0167	0.0086	0.0086	TRUE	0.0492
CNAG_07693	104	25	29	75	83	71	40	17	18	123	157	145	83.36	25	142	5.593	2.484	5.26740773942316e-11	3.66125356410982e-10	0.1114	0.0707	0.0858	0.0858	TRUE	2.5841
CNAG_06651	42	22	36	62	43	40	16	15	22	102	81	82	53.04	18	88	5.025	2.329	5.48932848814637e-11	3.80769489909601e-10	0	0.1029	0.0649	0.0649	TRUE	0.3165
CNAG_01080	505	321	332	243	223	223	194	213	205	400	422	456	315.12	204	426	2.085	1.06	5.64378647856972e-11	3.90683768797416e-10	0	0.0292	0.0153	0.0153	TRUE	0.0418
CNAG_02839	303	145	144	182	153	112	117	96	89	300	289	229	186.66	101	273	2.703	1.434	5.73761164001967e-11	3.96773409024626e-10	0.0144	0.0395	0.0284	0.0284	TRUE	0.2226
CNAG_04642	5728	3425	3281	2285	1940	1664	2203	2278	2028	3761	3668	3404	2890.35	2170	3611	1.665	0.735	5.97636356007657e-11	4.12442116564551e-10	0.0025	0.0159	0.0087	0.0087	TRUE	0.0395
CNAG_04276	2204	1355	1410	959	749	719	848	901	872	1578	1416	1471	1180.99	874	1488	1.705	0.77	6.79833505244265e-11	4.67739255334049e-10	9e-04	0.0183	0.0091	0.0091	TRUE	0.0338
CNAG_00123	1479	614	711	564	581	652	569	408	439	928	1098	1334	796.23	472	1120	2.367	1.243	6.89695166837047e-11	4.74043016800676e-10	0.0305	0.0202	0.0248	0.0248	TRUE	0.1712
CNAG_01055	7181	4234	4764	2630	2419	2344	2762	2816	2945	4329	4573	4796	3703.39	2841	4566	1.607	0.684	7.62559280868045e-11	5.23593135404533e-10	0.0014	0.0156	0.0077	0.0077	TRUE	0.0252
CNAG_02523	1138	562	614	452	412	364	438	374	380	744	779	745	576.43	397	756	1.901	0.927	7.67994629264502e-11	5.26791457745499e-10	0.0035	0.0224	0.0127	0.0127	TRUE	0.0988
CNAG_01232	5631	2898	2555	2173	1873	1794	2166	1927	1579	3577	3541	3670	2743.42	1891	3596	1.901	0.927	8.47456166812879e-11	5.79536876134297e-10	0.0117	0.016	0.0143	0.0143	TRUE	0.2524
CNAG_00605	9892	5364	4615	3619	3511	3290	3805	3568	2853	5957	6638	6731	4925.05	3409	6442	1.89	0.918	8.9361691620514e-11	6.09873297192571e-10	0.0124	0.0152	0.0142	0.0142	TRUE	0.2479
CNAG_03415	391	243	273	252	171	173	150	162	169	415	323	354	262.13	160	364	2.278	1.188	9.35859762732556e-11	6.3741925749131e-10	0.0052	0.0322	0.02	0.02	TRUE	0.1679
CNAG_00492	149	84	92	105	85	75	57	56	57	173	161	153	109.5	57	162	2.866	1.519	9.88171118806422e-11	6.72373059452924e-10	0	0.0572	0.0292	0.0292	TRUE	0.0321
CNAG_01619	1351	696	651	541	464	471	520	463	402	890	877	964	686.04	462	910	1.969	0.977	1.0961717748293e-10	7.44364340482781e-10	0.0085	0.0211	0.0149	0.0149	TRUE	0.1496
CNAG_02944	1197	884	706	613	561	470	460	588	436	1009	1061	962	752.64	495	1011	2.044	1.031	1.10753925346706e-10	7.50579352074625e-10	0.0125	0.0205	0.0169	0.0169	TRUE	0.3166
CNAG_03573	901	393	448	353	353	329	347	261	277	581	667	673	467.72	295	640	2.165	1.114	1.10705921741446e-10	7.50579352074625e-10	0.0133	0.0243	0.0191	0.0191	TRUE	0.2839
CNAG_07505	97	49	72	96	97	51	37	33	45	158	183	104	93.36	38	148	3.904	1.965	1.16310634776141e-10	7.85879533278077e-10	0.0368	0.0646	0.0536	0.0536	TRUE	0.2103
CNAG_02735	220	164	183	190	129	127	85	109	113	313	244	260	187.21	102	272	2.676	1.42	1.21701306259387e-10	8.19850648628098e-10	0.0161	0.0394	0.029	0.029	TRUE	0.2706
CNAG_05962	784	470	504	380	360	262	302	313	312	625	681	536	461.29	309	614	1.992	0.994	1.28957343824716e-10	8.67868837239425e-10	0.0036	0.0245	0.0148	0.0148	TRUE	0.1363
CNAG_07666	52	23	43	62	51	43	20	15	27	102	96	88	58.05	21	95	4.632	2.212	1.30064544913548e-10	8.74451806427693e-10	0	0.0952	0.0624	0.0624	TRUE	0.4122
CNAG_02556	206	145	175	158	128	116	79	96	108	260	242	237	170.54	94	246	2.618	1.389	1.33837548969495e-10	8.98926728807002e-10	0.0095	0.0418	0.027	0.027	TRUE	0.2406
CNAG_06115	362	262	450	349	326	281	139	174	278	574	616	575	392.88	197	588	2.992	1.581	1.44150241138685e-10	9.66277135704126e-10	0.0629	0.0263	0.0408	0.0408	TRUE	1.4674
CNAG_04295	1317	774	1138	750	675	551	507	515	703	1234	1276	1127	893.77	575	1212	2.111	1.078	1.56044808690915e-10	1.042914860452e-09	0.0188	0.0196	0.0192	0.0192	TRUE	0.4544
CNAG_01964	1054	633	621	416	421	388	405	421	384	685	796	794	580.78	403	758	1.878	0.909	1.58610549515149e-10	1.05797607683481e-09	0.0023	0.0224	0.0126	0.0126	TRUE	0.0852
CNAG_03242	1043	536	554	444	346	358	401	356	342	731	654	732	536.24	366	706	1.922	0.943	1.59357719961314e-10	1.0619147179723e-09	0.0041	0.0231	0.0136	0.0136	TRUE	0.0831
CNAG_01982	855	373	542	434	389	287	329	248	335	714	735	587	491.48	304	679	2.232	1.158	1.63635713027654e-10	1.08935091079412e-09	0.0184	0.0239	0.0214	0.0214	TRUE	0.2948
CNAG_05766	135	119	161	159	127	123	52	79	100	262	240	252	164.01	77	251	3.29	1.718	1.65844409055441e-10	1.1029711090959e-09	0.0473	0.0429	0.0448	0.0448	TRUE	0.9304
CNAG_07329	3123	1944	1983	1413	1222	938	1201	1293	1226	2326	2310	1919	1712.48	1240	2185	1.763	0.818	1.66306907005905e-10	1.10388041995986e-09	0.0053	0.017	0.0112	0.0112	TRUE	0.1346
CNAG_05639	2652	1889	1265	1376	1179	1065	1020	1256	782	2265	2229	2179	1621.83	1019	2224	2.182	1.126	1.68890972720888e-10	1.11993554024409e-09	0.0262	0.0172	0.0217	0.0217	TRUE	0.4667
CNAG_00407	111561	70487	42980	57053	49649	42194	42907	46881	26566	93905	93864	86328	65075.17	38785	91366	2.356	1.236	1.71016376660425e-10	1.13292080608768e-09	0.0396	0.0144	0.027	0.027	TRUE	0.93
CNAG_04262	886	473	517	373	317	292	341	315	320	614	599	597	464.26	325	603	1.856	0.892	1.88528422636429e-10	1.24649475142154e-09	0	0.0244	0.0117	0.0117	TRUE	0.0223
CNAG_01719	211	126	198	185	140	121	81	84	122	304	265	248	184.01	96	272	2.854	1.513	1.88931730631691e-10	1.2479437996988e-09	0.0272	0.0398	0.0344	0.0344	TRUE	0.6169
CNAG_00348	1019	520	481	409	382	345	392	346	297	673	722	706	522.72	345	700	2.026	1.019	2.01139628723666e-10	1.32728652761468e-09	0.0091	0.0233	0.0164	0.0164	TRUE	0.173
CNAG_02334	163	87	157	161	132	95	63	58	97	265	250	194	154.42	73	236	3.27	1.709	2.2367092570727e-10	1.47166782865842e-09	0.0445	0.0447	0.0446	0.0446	TRUE	0.8663
CNAG_00015	439	321	431	340	282	238	169	213	266	560	533	487	371.41	216	527	2.443	1.289	2.25975949751827e-10	1.4844018392594e-09	0.0264	0.0269	0.0267	0.0267	TRUE	0.4746
CNAG_07542	490	270	291	230	205	175	188	180	180	379	388	358	278.68	183	375	2.051	1.036	2.26044370387444e-10	1.4844018392594e-09	0	0.0312	0.0153	0.0153	TRUE	0.0158
CNAG_06658	1977	1253	1320	948	765	628	760	833	816	1560	1446	1285	1116.85	803	1430	1.783	0.834	2.2832782476866e-10	1.49794546801279e-09	0.0043	0.0185	0.0115	0.0115	TRUE	0.0931
CNAG_03832	5664	3222	2981	2048	1835	1879	2178	2143	1843	3371	3469	3844	2808.06	2055	3561	1.733	0.793	2.358946571033e-10	1.5460909972815e-09	0.0059	0.016	0.0109	0.0109	TRUE	0.0989
CNAG_04680	2097	689	762	811	843	880	807	458	471	1335	1594	1800	1077.47	579	1576	2.719	1.443	2.65592404468611e-10	1.73402671009998e-09	0.0674	0.0187	0.0365	0.0365	TRUE	0.7814
CNAG_02023	548	368	373	261	248	247	211	245	231	430	469	505	348.31	229	468	2.047	1.034	2.69411598280998e-10	1.75726891390791e-09	0.0034	0.0278	0.0161	0.0161	TRUE	0.059
CNAG_03181	118	72	94	112	90	63	45	48	58	184	170	129	105.79	50	161	3.211	1.683	2.7014815321738e-10	1.76037887918672e-09	0.0136	0.0587	0.04	0.04	TRUE	0.2784
CNAG_02509	166	73	96	112	87	77	64	49	59	184	164	158	113.02	57	169	2.939	1.555	2.72275098000519e-10	1.77253442761721e-09	0	0.0559	0.0335	0.0335	TRUE	0.1614
CNAG_07855	5043	3872	3213	2329	2235	2070	1940	2575	1986	3833	4225	4235	3132.45	2167	4098	1.892	0.92	2.74663335688382e-10	1.78636605178518e-09	0.0144	0.0158	0.0149	0.0149	TRUE	0.3296
CNAG_03132	83	38	43	70	60	45	32	25	27	115	113	92	67.42	28	107	3.81	1.93	2.86037419384772e-10	1.85677738617874e-09	0	0.084	0.0491	0.0491	TRUE	0.1539
CNAG_06280	1813	1396	1617	1157	908	841	697	928	999	1904	1717	1721	1327.81	875	1781	2.037	1.027	3.01252055722112e-10	1.94622038286821e-09	0.0188	0.0178	0.0183	0.0183	TRUE	0.3877
CNAG_02751	39209	19843	10205	18741	18314	21443	15080	13198	6308	30846	34624	43872	23987.84	11529	36447	3.161	1.661	3.03173948096508e-10	1.95677128214289e-09	0.0971	0.0145	0.0501	0.0501	TRUE	1.5198
CNAG_07844	119	139	145	192	133	120	46	92	90	316	251	246	173.47	76	271	3.599	1.848	3.04385953916018e-10	1.96272465241566e-09	0.0747	0.0414	0.055	0.055	TRUE	1.3817
CNAG_06161	2573	1224	1044	965	953	972	990	814	645	1588	1802	1989	1304.61	816	1793	2.194	1.133	3.08463199636327e-10	1.98523751560816e-09	0.0271	0.0179	0.0225	0.0225	TRUE	0.4093
CNAG_04029	580	368	420	298	253	228	223	245	260	490	478	466	360.45	243	478	1.977	0.983	3.21625440605968e-10	2.06602427581673e-09	0	0.0273	0.0145	0.0145	TRUE	0.0606
CNAG_03236	1362	789	764	578	486	416	524	525	472	951	919	851	707.02	507	907	1.79	0.84	3.22731768322677e-10	2.07116779727536e-09	0.0019	0.0209	0.0113	0.0113	TRUE	0.0422
CNAG_03807	279	279	400	425	333	241	107	186	247	700	630	493	393.71	180	608	3.387	1.76	3.2341149960671e-10	2.07356644544435e-09	0.0959	0.0262	0.0534	0.0534	TRUE	0.9796
CNAG_06525	299	245	299	242	200	199	115	163	185	398	378	407	274.39	154	394	2.568	1.361	3.24601569959596e-10	2.07922952704743e-09	0.0274	0.0314	0.0296	0.0296	TRUE	0.5968
CNAG_01640	6752	4904	4049	3034	2736	2415	2597	3262	2503	4994	5173	4941	3911.42	2787	5036	1.807	0.854	3.47054148368078e-10	2.21885468253817e-09	0.0109	0.0155	0.0131	0.0131	TRUE	0.2694
CNAG_02996	1616	1355	1260	922	794	816	622	901	779	1518	1501	1670	1164.95	767	1563	2.039	1.028	3.47418716468736e-10	2.21909202781209e-09	0.017	0.0183	0.0184	0.0184	TRUE	0.3382
CNAG_01506	279	132	170	180	125	113	107	88	105	296	236	231	177.33	100	254	2.544	1.347	3.74096551292051e-10	2.38275594746826e-09	0.009	0.0408	0.0269	0.0269	TRUE	0.2206
CNAG_00652	1784	1308	1373	961	746	727	686	870	849	1582	1410	1487	1147.38	802	1493	1.865	0.899	4.04227015726691e-10	2.56742875874394e-09	0.0095	0.0184	0.0139	0.0139	TRUE	0.1953
CNAG_00132	365	243	304	273	217	159	140	162	188	449	410	325	279.13	163	395	2.428	1.28	4.2038662984821e-10	2.66756572142445e-09	0.02	0.0311	0.0262	0.0262	TRUE	0.2544
CNAG_06284	787	470	609	441	343	301	303	313	376	726	648	616	496.98	331	663	2.011	1.008	4.67782951436822e-10	2.95724352787998e-09	0.0089	0.0237	0.0166	0.0166	TRUE	0.1714
CNAG_04907	330	201	257	240	186	136	127	134	159	395	352	278	240.73	140	342	2.452	1.294	5.09404391097391e-10	3.20839550043403e-09	0.0171	0.0338	0.0265	0.0265	TRUE	0.1867
CNAG_02688	562	489	543	432	339	345	216	325	336	711	641	706	489.14	292	686	2.353	1.234	5.26362378374647e-10	3.31212426949395e-09	0.0289	0.0239	0.0262	0.0262	TRUE	0.6331
CNAG_04525	1784	936	1073	668	620	533	686	623	663	1099	1172	1091	889	657	1121	1.704	0.769	5.29597059089372e-10	3.32938707741065e-09	0.0011	0.0196	0.0098	0.0098	TRUE	0.0253
CNAG_06540	407	235	218	228	179	144	157	156	135	375	338	295	242.65	149	336	2.255	1.173	5.55024014744779e-10	3.46992412170237e-09	0.0056	0.0337	0.0212	0.0212	TRUE	0.1146
CNAG_00644	1870	828	798	703	660	616	719	551	493	1157	1248	1260	904.72	588	1222	2.075	1.053	5.80572054095516e-10	3.62630120793116e-09	0.0191	0.0195	0.0196	0.0196	TRUE	0.4672
CNAG_03772	336	197	293	208	179	190	129	131	181	342	338	389	251.81	147	356	2.426	1.279	6.35521405982652e-10	3.95857405178716e-09	0.0183	0.033	0.0263	0.0263	TRUE	0.4482
CNAG_05818	4879	3823	3049	2721	2126	1858	1877	2543	1885	4479	4019	3801	3100.51	2102	4100	1.952	0.965	6.41773363057818e-10	3.99384580481436e-09	0.0196	0.0158	0.0172	0.0172	TRUE	0.4095
CNAG_06807	403	175	327	273	252	177	155	116	202	449	476	362	293.57	158	429	2.721	1.444	6.74567211924327e-10	4.18256358207792e-09	0.0428	0.0303	0.0355	0.0355	TRUE	0.6558
CNAG_06808	514	371	423	301	263	237	198	247	261	495	497	485	363.91	235	492	2.099	1.07	7.07695981138144e-10	4.37197416971122e-09	0.0096	0.0272	0.0186	0.0186	TRUE	0.2398
CNAG_01191	756	425	541	379	285	297	291	283	334	624	539	608	446.35	303	590	1.951	0.964	7.3148173506866e-10	4.5148012008746e-09	0.0047	0.0248	0.0152	0.0152	TRUE	0.0968
CNAG_07701	1637	1142	1524	1022	835	745	630	760	942	1682	1579	1524	1186.02	777	1595	2.055	1.039	7.32933563724732e-10	4.51964582471566e-09	0.0202	0.0183	0.0196	0.0196	TRUE	0.4152
CNAG_03828	1529	788	647	617	542	627	588	524	400	1016	1025	1283	805.85	504	1108	2.194	1.134	7.3907662804682e-10	4.55338391661209e-09	0.0252	0.0201	0.023	0.023	TRUE	0.3872
CNAG_01344	3216	1474	1128	1300	1182	1176	1237	980	697	2140	2235	2406	1615.81	971	2260	2.324	1.217	7.80594857064035e-10	4.79609369566905e-09	0.0393	0.0172	0.0275	0.0275	TRUE	0.5807
CNAG_03677	14115	10888	9901	7233	5940	5181	5429	7242	6120	11905	11230	10600	8754.21	6264	11245	1.796	0.845	7.98678944628614e-10	4.89832326493042e-09	0.0122	0.0148	0.0135	0.0135	TRUE	0.228
CNAG_03531	960	605	722	434	413	376	369	402	446	714	781	769	580.38	406	755	1.861	0.896	8.23979114016072e-10	5.0352628094562e-09	0.0047	0.0224	0.0134	0.0134	TRUE	0.0894
CNAG_02776	571	446	517	422	314	285	220	297	320	695	594	583	451.19	279	624	2.246	1.168	8.32569043089248e-10	5.0831715360503e-09	0.0223	0.0247	0.0236	0.0236	TRUE	0.4186
CNAG_05161	671	315	333	271	244	250	258	210	206	446	461	511	348.71	225	473	2.1	1.07	8.40906623475776e-10	5.12484189504976e-09	0.0089	0.0278	0.0187	0.0187	TRUE	0.2078
